premise,hypothesis,label,idx
This attribute group specifies prominent body parts involved in carrying out the action.,This attribute group specifies prominent limbs involved in carrying out the action.,-1,862
This attribute group specifies prominent limbs involved in carrying out the action.,This attribute group specifies prominent body parts involved in carrying out the action.,-1,863
"This problem has been studied before for zero-shot object recognition, but there are several key differences.","This problem has been previously studied for zero-shot object recognition, but there are several key differences.",-1,864
"This problem has been previously studied for zero-shot object recognition, but there are several key differences.","This problem has been studied before for zero-shot object recognition, but there are several key differences.",-1,865
"This problem has been studied before for zero-shot object recognition, but there are several key differences.","This problem will be studied for zero-shot object recognition, but there are several key differences.",-1,866
"This problem will be studied for zero-shot object recognition, but there are several key differences.","This problem has been studied before for zero-shot object recognition, but there are several key differences.",-1,867
Understanding a long document requires tracking how entities are introduced and evolve over time.,Understanding a long document requires evolving over time.,-1,868
Understanding a long document requires evolving over time.,Understanding a long document requires tracking how entities are introduced and evolve over time.,-1,869
Understanding a long document requires tracking how entities are introduced and evolve over time.,Understanding a long document requires tracking how entities evolve over time.,-1,870
Understanding a long document requires tracking how entities evolve over time.,Understanding a long document requires tracking how entities are introduced and evolve over time.,-1,871
Understanding a long document requires tracking how entities are introduced and evolve over time.,Understanding a long document requires understanding how entities are introduced.,-1,872
Understanding a long document requires understanding how entities are introduced.,Understanding a long document requires tracking how entities are introduced and evolve over time.,-1,873
We do not assume that these variables are observed at test time.,These variables are not observed at test time.,-1,874
These variables are not observed at test time.,We do not assume that these variables are observed at test time.,-1,875
"To compute the perplexity numbers on the test data, our model only takes account of log probabilities on word prediction.","To compute the perplexity numbers on the test data, our model doesn't take account of anything other than the log probabilities on word prediction.",-1,876
"To compute the perplexity numbers on the test data, our model doesn't take account of anything other than the log probabilities on word prediction.","To compute the perplexity numbers on the test data, our model only takes account of log probabilities on word prediction.",-1,877
We also experiment with the option to either use the pretrained GloVe word embeddings or randomly initialized word embeddings (then updated during training).,We experiment with the option using randomly initialized word embeddings (then updated during training).,-1,878
We experiment with the option using randomly initialized word embeddings (then updated during training).,We also experiment with the option to either use the pretrained GloVe word embeddings or randomly initialized word embeddings (then updated during training).,-1,879
The entity prediction task requires predicting xxxx given the preceding text either by choosing a previously mentioned entity or deciding that this is a “new entity”.,The entity prediction task requires predicting xxxx given the preceding text by choosing a previously mentioned entity.,-1,880
The entity prediction task requires predicting xxxx given the preceding text by choosing a previously mentioned entity.,The entity prediction task requires predicting xxxx given the preceding text either by choosing a previously mentioned entity or deciding that this is a “new entity”.,-1,881
So there is no dedicated memory block for every entity and no distinction between entity mentions and non-mention words.,So there is no dedicated high-dimensional memory block for every entity and no distinction between entity mentions and non-mention words.,-1,882
So there is no dedicated high-dimensional memory block for every entity and no distinction between entity mentions and non-mention words.,So there is no dedicated memory block for every entity and no distinction between entity mentions and non-mention words.,-1,883
Our approach complements these previous methods.,Our approach complements some previous methods.,-1,884
Our approach complements some previous methods.,Our approach complements these previous methods.,-1,885
"We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.","We manually annotated over 650 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.",-1,886
"We manually annotated over 650 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.","We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.",-1,887
"We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.","We manually annotated over 690 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.",-1,888
"We manually annotated over 690 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.","We manually annotated 687 templates mapping KB predicates to text for different compositionality types (with 462 unique KB predicates), and use those templates to modify the original WebQuestionsSP question according to the meaning of the generated SPARQL query.",-1,889
"To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question.","To generate diversity, workers whose paraphrases had high edit distance compared to the MG question got a bonus.",-1,890
"To generate diversity, workers whose paraphrases had high edit distance compared to the MG question got a bonus.","To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question.",-1,891
"To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question.","To generate diversity, workers got a bonus if the edit distance of a paraphrase was above 3 operations compared to the MG question.",-1,892
"To generate diversity, workers got a bonus if the edit distance of a paraphrase was above 3 operations compared to the MG question.","To generate diversity, workers got a bonus if the edit distance of a paraphrase was high compared to the MG question.",-1,893
"To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.","To generate simple questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.",-1,894
"To generate simple questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.","To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.",-1,895
"To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.","To generate highly compositional questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.",-1,896
"To generate highly compositional questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.","To generate complex questions we use the dataset WEBQUESTIONSSP, which contains 4,737 questions paired with SPARQL queries for Freebase.",-1,897
"In this paper, we explore the idea of polyglot semantic translation, or learning semantic parsing models that are trained on multiple datasets and natural languages.","In this paper, we explore the idea of learning semantic parsing models that are trained on multiple datasets and natural languages.",-1,898
"In this paper, we explore the idea of learning semantic parsing models that are trained on multiple datasets and natural languages.","In this paper, we explore the idea of polyglot semantic translation, or learning semantic parsing models that are trained on multiple datasets and natural languages.",-1,899
They then use a discriminative model to rerank the translation output using additional nonworld level features.,They then use a generative model to rerank the translation output using additional nonworld level features.,-1,900
They then use a generative model to rerank the translation output using additional nonworld level features.,They then use a discriminative model to rerank the translation output using additional nonworld level features.,-1,901
"In contrast to standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue.","Unlike in standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue.",-1,902
"Unlike in standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue.","In contrast to standard MT tasks, we are dealing with a relatively low-resource setting where the sparseness of the target vocabulary is an issue.",-1,903
A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.,Logits are then computed for these actions and particular actions are chosen according to a softmax over these logits during training and decoding.,-1,904
Logits are then computed for these actions and particular actions are chosen according to a softmax over these logits during training and decoding.,A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.,-1,905
A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.,A distribution is then computed over these actions using a maximum-entropy approach and particular actions are chosen accordingly during training and decoding.,-1,906
A distribution is then computed over these actions using a maximum-entropy approach and particular actions are chosen accordingly during training and decoding.,A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.,-1,907
A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.,A distribution is then computed over these actions using a softmax function and particular actions are chosen randomly during training and decoding.,-1,908
A distribution is then computed over these actions using a softmax function and particular actions are chosen randomly during training and decoding.,A distribution is then computed over these actions using a softmax function and particular actions are chosen accordingly during training and decoding.,-1,909
"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue.",The systems thus produced support the capability to interrupt an interlocutor mid-sentence.,-1,910
The systems thus produced support the capability to interrupt an interlocutor mid-sentence.,"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue.",-1,911
"The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue.","The systems thus produced are incremental: dialogues are processed sentence-by-sentence, shown previously to be essential in supporting natural, spontaneous dialogue.",-1,912
"The systems thus produced are incremental: dialogues are processed sentence-by-sentence, shown previously to be essential in supporting natural, spontaneous dialogue.","The systems thus produced are incremental: dialogues are processed word-by-word, shown previously to be essential in supporting natural, spontaneous dialogue.",-1,913
"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn.","Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one-shot learning is sufficient.",-1,914
"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one-shot learning is sufficient.","Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn.",-1,915
"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn.","Indeed, it is often stated that for humans to learn how to perform adequately in a domain, any number of examples is enough from which to learn.",-1,916
"Indeed, it is often stated that for humans to learn how to perform adequately in a domain, any number of examples is enough from which to learn.","Indeed, it is often stated that for humans to learn how to perform adequately in a domain, one example is enough from which to learn.",-1,917
"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG.","We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language generation.",-1,918
"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language generation.","We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG.",-1,919
"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG.","We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language parsing.",-1,920
"We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end natural language parsing.","We investigate a wide range of metrics, including state-of-the-art word-based and novel grammar-based ones, and demonstrate that they only weakly reflect human judgements of system outputs as generated by data-driven, end-to-end NLG.",-1,921
"To assess the reliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977).","To assess the unreliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977).",-1,922
"To assess the unreliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977).","To assess the reliability of ratings, we calculated the intra-class correlation coefficient (ICC), which measures inter-observer reliability on ordinal data for more than two raters (Landis and Koch, 1977).",-1,923
We also show that metric performance is data- and system-specific.,We also show that metric performance varies between datasets and systems.,-1,924
We also show that metric performance varies between datasets and systems.,We also show that metric performance is data- and system-specific.,-1,925
We also show that metric performance is data- and system-specific.,We also show that metric performance is constant between datasets and systems.,-1,926
We also show that metric performance is constant between datasets and systems.,We also show that metric performance is data- and system-specific.,-1,927
"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure.","Our experiments indicate that neural systems are quite good at surface-level language modeling, but perform quite poorly at capturing higher level semantics and structure.",-1,928
"Our experiments indicate that neural systems are quite good at surface-level language modeling, but perform quite poorly at capturing higher level semantics and structure.","Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure.",-1,929
"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure.",Our experiments indicate that neural systems are quite good at capturing higher level semantics and structure but perform quite poorly at surface-level language modeling.,-1,930
Our experiments indicate that neural systems are quite good at capturing higher level semantics and structure but perform quite poorly at surface-level language modeling.,"Our experiments indicate that neural systems are quite good at producing fluent outputs and generally score well on standard word-match metrics, but perform quite poorly at content selection and at capturing long-term structure.",-1,931
Reconstruction-based techniques can also be applied at the document or sentence-level during training.,Reconstruction-based techniques can operate on multiple scales during training.,-1,932
Reconstruction-based techniques can operate on multiple scales during training.,Reconstruction-based techniques can also be applied at the document or sentence-level during training.,-1,933
Reconstruction-based techniques can also be applied at the document or sentence-level during training.,Reconstruction-based techniques can also be applied at the document or sentence-level during test.,-1,934
Reconstruction-based techniques can also be applied at the document or sentence-level during test.,Reconstruction-based techniques can also be applied at the document or sentence-level during training.,-1,935
Reconstruction-based techniques can also be applied at the document or sentence-level during training.,Reconstruction-based techniques can only be applied at the sentence-level during training.,-1,936
Reconstruction-based techniques can only be applied at the sentence-level during training.,Reconstruction-based techniques can also be applied at the document or sentence-level during training.,-1,937
"In practice, our proposed extractive evaluation will pick up on many errors in this passage.","In practice, our proposed extractive evaluation will pick up on few errors in this passage.",-1,938
"In practice, our proposed extractive evaluation will pick up on few errors in this passage.","In practice, our proposed extractive evaluation will pick up on many errors in this passage.",-1,939
"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test.","Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of two named women characters talking about something besides men.",-1,940
"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of two named women characters talking about something besides men.","Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test.",-1,941
"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test.","Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of men in the narrative talking to each other about women.",-1,942
"Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of men in the narrative talking to each other about women.","Similarly, the use of more agent-empowering verbs in female narratives decrease the odds of passing the Bechdel test.",-1,943
"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power.","Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they can forbid or permit actions and decisions.",-1,944
"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they can forbid or permit actions and decisions.","Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power.",-1,945
"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power.","Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they are blocked or allowed to do things by others.",-1,946
"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are more often in positions where they are blocked or allowed to do things by others.","Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power.",-1,947
"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power.","Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of low power.",-1,948
"Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of low power.","Furthermore, male characters use inhibitory language more (inhib), which contains words pertaining to blocking or allowing, suggesting that these characters are in positions of power.",-1,949
Looking at pictures online of people trying to take photos of mirrors they want to sell is my new thing...,Looking at pictures online of people trying to take photos of mirrors is my new thing...,-1,950
Looking at pictures online of people trying to take photos of mirrors is my new thing...,Looking at pictures online of people trying to take photos of mirrors they want to sell is my new thing...,-1,951
A serene wind rolled across the glade.,A tempestuous wind rolled across the glade.,-1,952
A tempestuous wind rolled across the glade.,A serene wind rolled across the glade.,-1,953
A serene wind rolled across the glade.,An easterly wind rolled across the glade.,-1,954
An easterly wind rolled across the glade.,A serene wind rolled across the glade.,-1,955
A serene wind rolled across the glade.,A calm wind rolled across the glade.,-1,956
A calm wind rolled across the glade.,A serene wind rolled across the glade.,-1,957
A serene wind rolled across the glade.,A wind rolled across the glade.,-1,958
A wind rolled across the glade.,A serene wind rolled across the glade.,-1,959
The reaction was strongly exothermic.,The reaction media got very hot.,-1,960
The reaction media got very hot.,The reaction was strongly exothermic.,-1,961
The reaction was strongly exothermic.,The reaction media got very cold.,-1,962
The reaction media got very cold.,The reaction was strongly exothermic.,-1,963
The reaction was strongly endothermic.,The reaction media got very hot.,-1,964
The reaction media got very hot.,The reaction was strongly endothermic.,-1,965
The reaction was strongly endothermic.,The reaction media got very cold.,-1,966
The reaction media got very cold.,The reaction was strongly endothermic.,-1,967
"She didn't think I had already finished it, but I had.",I had already finished it.,-1,968
I had already finished it.,"She didn't think I had already finished it, but I had.",-1,969
"She didn't think I had already finished it, but I had.",I hadn't already finished it.,-1,970
I hadn't already finished it.,"She didn't think I had already finished it, but I had.",-1,971
"She thought I had already finished it, but I hadn't.",I had already finished it.,-1,972
I had already finished it.,"She thought I had already finished it, but I hadn't.",-1,973
"She thought I had already finished it, but I hadn't.",I hadn't already finished it.,-1,974
I hadn't already finished it.,"She thought I had already finished it, but I hadn't.",-1,975
"Temple said that the business was facing difficulties, but didn't make any specific claims.",Temple didn't make any specific claims.,-1,976
Temple didn't make any specific claims.,"Temple said that the business was facing difficulties, but didn't make any specific claims.",-1,977
"Temple said that the business was facing difficulties, but didn't make any specific claims.",The business didn't make any specific claims.,-1,978
The business didn't make any specific claims.,"Temple said that the business was facing difficulties, but didn't make any specific claims.",-1,979
"Temple said that the business was facing difficulties, but didn't have a chance of going into the red.",Temple didn't have a chance of going into the red.,-1,980
Temple didn't have a chance of going into the red.,"Temple said that the business was facing difficulties, but didn't have a chance of going into the red.",-1,981
"Temple said that the business was facing difficulties, but didn't have a chance of going into the red.",Temple said the business didn't have a chance of going into the red.,-1,982
Temple said the business didn't have a chance of going into the red.,"Temple said that the business was facing difficulties, but didn't have a chance of going into the red.",-1,983
The profits of the businesses that focused on branding were still negative.,The businesses that focused on branding still had negative profits.,-1,984
The businesses that focused on branding still had negative profits.,The profits of the businesses that focused on branding were still negative.,-1,985
The profits of the business that was most successful were still negative.,The profits that focused on branding were still negative.,-1,986
The profits that focused on branding were still negative.,The profits of the business that was most successful were still negative.,-1,987
The profits of the businesses that were highest this quarter were still negative.,The businesses that were highest this quarter still had negative profits.,-1,988
The businesses that were highest this quarter still had negative profits.,The profits of the businesses that were highest this quarter were still negative.,-1,989
The profits of the businesses that were highest this quarter were still negative.,"For the businesses, the profits that were highest were still negative.",-1,990
"For the businesses, the profits that were highest were still negative.",The profits of the businesses that were highest this quarter were still negative.,-1,991
I baked him a cake.,I baked him.,-1,992
I baked him.,I baked him a cake.,-1,993
I baked him a cake.,I baked a cake for him.,-1,994
I baked a cake for him.,I baked him a cake.,-1,995
I gave him a note.,I gave a note to him.,-1,996
I gave a note to him.,I gave him a note.,-1,997
Jake broke the vase.,The vase broke.,-1,998
The vase broke.,Jake broke the vase.,-1,999
Jake broke the vase.,Jake broke.,-1,1000
Jake broke.,Jake broke the vase.,-1,1001
He is someone of many talents.,He has many talents.,-1,1002
He has many talents.,He is someone of many talents.,-1,1003
He is someone of many talents.,His talents are many.,-1,1004
His talents are many.,He is someone of many talents.,-1,1005
I don't want to have to keep fighting pesky bedbugs.,I don't want to have to keep fighting bedbugs—they are so pesky.,-1,1006
I don't want to have to keep fighting bedbugs—they are so pesky.,I don't want to have to keep fighting pesky bedbugs.,-1,1007
I don't want to have to keep entertaining people who don't value my time.,I don't want to have to keep entertaining people.,-1,1008
I don't want to have to keep entertaining people.,I don't want to have to keep entertaining people who don't value my time.,-1,1009
It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.,There is a rabbi at this wedding; he is right there standing behind that tree.,-1,1010
There is a rabbi at this wedding; he is right there standing behind that tree.,It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.,-1,1011
It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.,"There is no rabbi at this wedding, let alone behind that tree.",-1,1012
"There is no rabbi at this wedding, let alone behind that tree.",It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.,-1,1013
It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.,"A rabbi is at this wedding, standing right there standing behind that tree.",-1,1014
"A rabbi is at this wedding, standing right there standing behind that tree.",It's not the case that there is no rabbi at this wedding; he is right there standing behind that tree.,-1,1015
There is a rabbi at this wedding; he is right there standing behind that tree.,"A rabbi is at this wedding, standing right there standing behind that tree.",-1,1016
"A rabbi is at this wedding, standing right there standing behind that tree.",There is a rabbi at this wedding; he is right there standing behind that tree.,-1,1017
The first pleasurable experience I had interacting with another human being was at the age of seventeen.,The first experience I had interacting with another human being was at the age of seventeen.,-1,1018
The first experience I had interacting with another human being was at the age of seventeen.,The first pleasurable experience I had interacting with another human being was at the age of seventeen.,-1,1019
The first pleasurable experience I had interacting with another human being was at the age of seventeen.,The first displeasurable experience I had interacting with another human being was at the age of seventeen.,-1,1020
The first displeasurable experience I had interacting with another human being was at the age of seventeen.,The first pleasurable experience I had interacting with another human being was at the age of seventeen.,-1,1021
"It being his first night in the US, he eagerly got a drink at the bar after showing his ID.",He is over 20 years of age.,-1,1022
He is over 20 years of age.,"It being his first night in the US, he eagerly got a drink at the bar after showing his ID.",-1,1023
"It being his first night in the US, he eagerly got a drink at the bar after showing his ID.",He is under 21 years of age.,-1,1024
He is under 21 years of age.,"It being his first night in the US, he eagerly got a drink at the bar after showing his ID.",-1,1025
"It being his first night in the US, he eagerly got a drink at the bar after showing his ID.",He has a beard.,-1,1026
He has a beard.,"It being his first night in the US, he eagerly got a drink at the bar after showing his ID.",-1,1027
"I can make scrambled eggs, but not complex dishes like consommé.",Consommé is more complex to make than scrambled eggs.,-1,1028
Consommé is more complex to make than scrambled eggs.,"I can make scrambled eggs, but not complex dishes like consommé.",-1,1029
"I can make scrambled eggs, but not complex dishes like consommé.",Consommé is not more complex to make than scrambled eggs.,-1,1030
Consommé is not more complex to make than scrambled eggs.,"I can make scrambled eggs, but not complex dishes like consommé.",-1,1031
"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack.",It was raining outside.,-1,1032
It was raining outside.,"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack.",-1,1033
"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack.",It was sunny outside.,-1,1034
It was sunny outside.,"She walked into the house with a shining smile and immediately took off her jacket, still dripping with water as she placed it on the rack.",-1,1035
"He earnestly proclaimed: ""This is all I ever really wanted.""",He was satisfied.,-1,1036
He was satisfied.,"He earnestly proclaimed: ""This is all I ever really wanted.""",-1,1037
"He earnestly proclaimed: ""This is all I ever really wanted.""",He was dissatisfied.,-1,1038
He was dissatisfied.,"He earnestly proclaimed: ""This is all I ever really wanted.""",-1,1039
"He deceitfully proclaimed: ""This is all I ever really wanted.""",He was satisfied.,-1,1040
He was satisfied.,"He deceitfully proclaimed: ""This is all I ever really wanted.""",-1,1041
"He deceitfully proclaimed: ""This is all I ever really wanted.""",He was dissatisfied.,-1,1042
He was dissatisfied.,"He deceitfully proclaimed: ""This is all I ever really wanted.""",-1,1043
The leading car gradually shifted to the left lane.,The leading car shifted to the left lane.,-1,1044
The leading car shifted to the left lane.,The leading car gradually shifted to the left lane.,-1,1045
The leading car gradually shifted to the left lane.,The leading car suddenly shifted to the left lane.,-1,1046
The leading car suddenly shifted to the left lane.,The leading car gradually shifted to the left lane.,-1,1047
The leading car gradually shifted to the left lane.,The leading car slowly shifted to the left lane.,-1,1048
The leading car slowly shifted to the left lane.,The leading car gradually shifted to the left lane.,-1,1049
The leading car gradually shifted to the left lane.,The leading car shifted to the third gear.,-1,1050
The leading car shifted to the third gear.,The leading car gradually shifted to the left lane.,-1,1051
We were dragging the bin into the garage when she had an unfortunate realization.,We were dragging the bin out of the garage when she had an unfortunate realization.,-1,1052
We were dragging the bin out of the garage when she had an unfortunate realization.,We were dragging the bin into the garage when she had an unfortunate realization.,-1,1053
"The building, standing since the early 20s, was tall and unassuming.","The building, standing since the early 20s, was sturdy and unassuming.",-1,1054
"The building, standing since the early 20s, was sturdy and unassuming.","The building, standing since the early 20s, was tall and unassuming.",-1,1055
"The timing of the meeting has not been set, according to a Starbucks spokesperson.","The timing of the meeting has not been considered, according to a Starbucks spokesperson.",-1,1056
"The timing of the meeting has not been considered, according to a Starbucks spokesperson.","The timing of the meeting has not been set, according to a Starbucks spokesperson.",-1,1057
The customers said they were waiting for another man to arrive.,The customers believed they were waiting for another man to arrive.,-1,1058
The customers believed they were waiting for another man to arrive.,The customers said they were waiting for another man to arrive.,-1,1059
"Some of the orator's statements were incomprehensible, but the crowd loved them.","Some of the orator's statements were comprehensible, but the crowd loved them.",-1,1060
"Some of the orator's statements were comprehensible, but the crowd loved them.","Some of the orator's statements were incomprehensible, but the crowd loved them.",-1,1061
I won't say that she didn't steal my money.,I won't say that she stole my money.,-1,1062
I won't say that she stole my money.,I won't say that she didn't steal my money.,-1,1063
I won't say that she didn't steal my money.,I will say that she stole my money.,-1,1064
I will say that she stole my money.,I won't say that she didn't steal my money.,-1,1065
I won't say that she didn't steal my money.,I will say that she stole my money.,-1,1066
I will say that she stole my money.,I won't say that she didn't steal my money.,-1,1067
There are some amazing hikes around Mt. Fuji.,There are some amazing hikes in Japan.,-1,1068
There are some amazing hikes in Japan.,There are some amazing hikes around Mt. Fuji.,-1,1069
There are some amazing hikes around Mt. Fuji.,There are some amazing hikes in Nepal.,-1,1070
There are some amazing hikes in Nepal.,There are some amazing hikes around Mt. Fuji.,-1,1071
There are some amazing hikes around Mt. Fuji.,There are some strenuous hikes around Mt. Fuji.,-1,1072
There are some strenuous hikes around Mt. Fuji.,There are some amazing hikes around Mt. Fuji.,-1,1073
An experienced sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,A sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,-1,1074
A sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,An experienced sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,-1,1075
An experienced sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,An Italian sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,-1,1076
An Italian sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,An experienced sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.,-1,1077
A fraudulent sommelier won't know the difference between the 2009 and 2013 vintage of a German Riesling.,A sommelier won't know the difference between the 2009 and 2013 vintage of a German Riesling.,-1,1078
A sommelier won't know the difference between the 2009 and 2013 vintage of a German Riesling.,A fraudulent sommelier won't know the difference between the 2009 and 2013 vintage of a German Riesling.,-1,1079
"Two of the three trees outside my window, with their branches dangling and swaying in the wind, have already bloomed, and it's not even April.","Of the three trees outside my window, with their branches dangling and swaying in the wind, two have already bloomed, and it's not even April.",-1,1080
"Of the three trees outside my window, with their branches dangling and swaying in the wind, two have already bloomed, and it's not even April.","Two of the three trees outside my window, with their branches dangling and swaying in the wind, have already bloomed, and it's not even April.",-1,1081
"Two of the trees outside my window, with their branches dangling and swaying in the wind, have already bloomed, and it's not even April.","Of the trees outside my window, with their branches dangling and swaying in the wind, three have already bloomed, and it's not even April.",-1,1082
